GENERAZIONE,MAX,MEDIA,VARIANZA
4265,120,53,1199,
4266,120,65,1182,
4267,120,76,1099,
4268,120,90,672,
4269,120,98,438,
4270,120,103,340,
4271,120,106,282,
4272,120,113,101,
4273,120,114,87,
4274,120,115,54,
4275,120,116,38,
4276,120,116,33,
4277,120,117,23,
4278,120,118,13,
4279,120,118,12,
4280,120,118,7,
4281,120,119,4,
4282,120,119,1,
4283,120,119,0,
4284,120,119,0,
4285,120,34,918,
4286,120,40,1085,
4287,120,52,1369,
4288,120,68,1490,
4289,120,78,1038,
4290,120,86,820,
4291,120,95,613,
4292,120,99,532,
4293,120,104,373,
4294,120,109,201,
4295,120,110,158,
4296,120,112,135,
4297,120,113,90,
4298,120,113,66,
4299,120,115,35,
4300,120,115,28,
4301,120,115,29,
4302,120,116,24,
4303,120,117,21,
4304,120,118,11,
4305,120,117,13,
4306,120,118,13,
4307,120,118,15,
4308,120,119,5,
4309,120,119,6,
4310,120,119,1,
4311,120,119,1,
4312,120,119,0,
4313,120,119,0,
4314,120,35,911,
4315,120,42,1142,
4316,120,49,977,
4317,120,60,982,
4318,120,69,1043,
4319,120,77,834,
4320,120,88,581,
4321,120,91,494,
4322,120,96,376,
4323,120,101,247,
4324,120,105,123,
4325,120,108,93,
4326,120,111,69,
4327,120,112,61,
4328,120,113,56,
4329,120,113,44,
4330,120,114,42,
4331,120,116,26,
4332,120,117,20,
4333,120,117,20,
4334,120,117,16,
4335,120,118,8,
4336,120,118,8,
4337,120,118,7,
4338,120,118,6,
4339,120,119,3,
4340,120,119,2,
4341,120,119,4,
4342,120,119,4,
4343,120,119,3,
4344,120,119,1,
4345,120,120,0,
4346,120,120,0,
4347,120,35,910,
4348,120,40,827,
4349,120,46,831,
4350,120,55,1007,
4351,120,62,1039,
4352,120,75,807,
4353,120,84,652,
4354,120,91,514,
4355,120,95,343,
4356,120,101,233,
4357,120,103,190,
4358,120,105,192,
4359,120,107,173,
4360,120,110,120,
4361,120,111,98,
4362,120,114,48,
4363,120,115,52,
4364,120,117,25,
4365,120,117,15,
4366,120,118,12,
4367,120,118,11,
4368,120,119,9,
4369,120,119,9,
4370,120,118,16,
4371,120,119,10,
4372,120,119,10,
4373,120,118,16,
4374,120,118,13,
4375,120,118,12,
4376,120,119,9,
4377,120,119,4,
4378,120,119,7,
4379,120,119,3,
4380,120,119,3,
4381,120,119,2,
4382,120,119,2,
4383,120,119,3,
4384,120,119,0,
4385,120,119,0,
4386,120,34,929,
4387,120,40,1088,
4388,120,51,1157,
4389,120,66,1165,
4390,120,76,996,
4391,120,83,796,
4392,120,93,668,
4393,120,98,617,
4394,120,99,551,
4395,120,106,319,
4396,120,111,169,
4397,120,111,175,
4398,120,115,72,
4399,120,116,69,
4400,120,116,54,
4401,120,117,45,
4402,120,118,32,
4403,120,118,23,
4404,120,119,7,
4405,120,119,13,
4406,120,119,5,
4407,120,119,0,
4408,120,119,0,
4409,120,35,893,
4410,120,43,1172,
4411,120,51,1230,
4412,120,62,1076,
4413,120,75,922,
4414,120,85,806,
4415,120,94,473,
4416,120,101,357,
4417,120,104,257,
4418,120,103,263,
4419,120,110,105,
4420,120,111,112,
4421,120,113,75,
4422,120,115,42,
4423,120,117,24,
4424,120,118,12,
4425,120,118,8,
4426,120,118,7,
4427,120,118,7,
4428,120,119,6,
4429,120,118,6,
4430,120,119,5,
4431,120,119,3,
4432,120,119,3,
4433,120,119,3,
4434,120,119,2,
4435,120,119,3,
4436,120,119,3,
4437,120,119,3,
4438,120,119,3,
4439,120,119,2,
4440,120,119,2,
4441,120,119,3,
4442,120,119,1,
4443,120,119,1,
4444,120,119,1,
4445,120,120,0,
4446,120,120,0,
4447,120,35,917,
4448,120,42,1131,
4449,120,48,889,
4450,120,55,789,
4451,120,63,713,
4452,120,70,574,
4453,120,75,550,
4454,113,79,389,
4455,113,83,379,
4456,113,89,267,
4457,117,92,202,
4458,118,96,158,
4459,118,97,132,
4460,119,100,91,
4461,119,101,83,
4462,119,104,56,
4463,120,106,56,
4464,120,108,46,
4465,120,109,42,
4466,120,111,33,
4467,120,111,34,
4468,120,113,34,
4469,120,114,20,
4470,120,116,10,
4471,120,116,9,
4472,120,117,8,
4473,120,117,6,
4474,120,117,6,
4475,120,118,7,
4476,120,118,4,
4477,120,118,4,
4478,120,118,4,
4479,120,118,4,
4480,120,118,6,
4481,120,118,6,
4482,120,118,5,
4483,120,119,1,
4484,120,119,1,
4485,120,119,0,
4486,120,119,0,
4487,120,35,901,
4488,120,40,874,
4489,120,47,987,
4490,120,59,939,
4491,120,62,680,
4492,120,69,718,
4493,120,76,589,
4494,120,80,478,
4495,120,86,387,
4496,120,91,260,
4497,120,93,221,
4498,120,95,222,
4499,120,98,183,
4500,120,102,127,
4501,120,103,137,
4502,120,104,119,
4503,120,106,102,
4504,120,108,89,
4505,120,110,62,
4506,120,112,52,
4507,120,113,39,
4508,120,115,26,
4509,120,116,20,
4510,120,116,13,
4511,120,117,11,
4512,120,117,8,
4513,120,118,7,
4514,120,118,6,
4515,120,119,5,
4516,120,119,6,
4517,120,119,1,
4518,120,119,0,
4519,120,119,0,
4520,120,35,915,
4521,120,38,646,
4522,120,44,644,
4523,120,48,705,
4524,120,56,690,
4525,120,63,707,
4526,120,69,798,
4527,120,77,769,
4528,120,82,678,
4529,120,91,510,
4530,120,94,436,
4531,120,100,343,
4532,120,106,280,
4533,120,110,139,
4534,120,111,98,
4535,120,113,63,
4536,120,115,29,
4537,120,116,28,
4538,120,117,23,
4539,120,118,11,
4540,120,118,9,
4541,120,118,10,
4542,120,118,11,
4543,120,118,10,
4544,120,119,4,
4545,120,119,1,
4546,120,119,1,
4547,120,119,1,
4548,120,119,0,
4549,120,119,0,
4550,120,35,909,
4551,120,42,1099,
4552,120,50,1260,
4553,120,62,1246,
4554,120,72,1115,
4555,120,85,847,
4556,120,94,620,
4557,120,100,536,
4558,120,105,383,
4559,120,112,214,
4560,120,116,74,
4561,120,118,27,
4562,120,118,14,
4563,120,118,17,
4564,120,118,21,
4565,120,118,18,
4566,120,118,10,
4567,120,118,10,
4568,120,118,10,
4569,120,118,11,
4570,120,118,9,
4571,120,119,6,
4572,120,119,7,
4573,120,119,4,
4574,120,119,3,
4575,120,119,5,
4576,120,119,8,
4577,120,119,5,
4578,120,120,0,
4579,120,120,0,
4580,120,35,905,
4581,120,40,898,
4582,120,43,680,
4583,120,49,682,
4584,120,57,764,
4585,120,64,776,
4586,120,72,642,
4587,120,80,471,
4588,120,89,408,
4589,120,92,349,
4590,120,96,227,
4591,120,100,158,
4592,120,104,127,
4593,120,106,128,
4594,120,108,135,
4595,120,109,111,
4596,120,111,97,
4597,120,112,79,
4598,120,112,91,
4599,120,113,68,
4600,120,115,42,
4601,120,117,16,
4602,120,117,16,
4603,120,117,16,
4604,120,117,16,
4605,120,118,9,
4606,120,118,11,
4607,120,118,12,
4608,120,118,7,
4609,120,118,5,
4610,120,119,3,
4611,120,119,2,
4612,120,119,2,
4613,120,119,1,
4614,120,119,1,
4615,120,119,0,
4616,120,119,0,
4617,120,34,931,
4618,120,41,1070,
4619,120,52,1210,
4620,120,62,1049,
4621,120,74,1025,
4622,120,82,833,
4623,120,89,637,
4624,120,97,517,
4625,120,104,365,
4626,120,107,279,
4627,120,112,139,
4628,120,115,105,
4629,120,116,58,
4630,120,117,42,
4631,120,118,13,
4632,120,118,17,
4633,120,118,17,
4634,120,118,15,
4635,120,118,11,
4636,120,119,2,
4637,120,119,1,
4638,120,119,1,
4639,120,119,1,
4640,120,119,1,
4641,120,119,1,
4642,120,119,1,
4643,120,119,0,
4644,120,119,0,
4645,120,34,918,
4646,120,41,1120,
4647,120,52,1308,
4648,120,64,1118,
4649,120,74,988,
4650,120,85,908,
4651,120,96,713,
4652,120,102,475,
4653,120,110,210,
4654,120,112,210,
4655,120,114,123,
4656,120,115,73,
4657,120,116,48,
4658,120,117,29,
4659,120,117,24,
4660,120,117,25,
4661,120,118,10,
4662,120,118,10,
4663,120,118,5,
4664,120,119,4,
4665,120,119,3,
4666,120,119,4,
4667,120,119,3,
4668,120,119,2,
4669,120,119,1,
4670,120,119,0,
4671,120,119,0,
4672,120,34,928,
4673,120,39,853,
4674,120,47,833,
4675,120,52,736,
4676,120,58,896,
4677,120,68,711,
4678,120,74,685,
4679,120,76,575,
4680,117,81,420,
4681,117,85,368,
4682,120,90,249,
4683,117,93,205,
4684,120,96,180,
4685,120,98,148,
4686,120,100,136,
4687,120,100,142,
4688,120,102,112,
4689,120,102,131,
4690,120,105,115,
4691,120,107,92,
4692,120,108,90,
4693,120,111,63,
4694,120,113,40,
4695,120,114,38,
4696,120,115,23,
4697,120,116,18,
4698,120,117,14,
4699,120,117,8,
4700,120,118,7,
4701,120,118,9,
4702,120,118,6,
4703,120,118,7,
4704,120,118,6,
4705,120,118,5,
4706,120,118,4,
4707,120,118,6,
4708,120,118,6,
4709,120,119,3,
4710,120,119,4,
4711,120,118,5,
4712,120,119,4,
4713,120,119,3,
4714,120,119,2,
4715,120,119,2,
4716,120,119,1,
4717,120,119,1,
4718,120,119,0,
4719,120,119,0,
4720,120,34,915,
4721,120,40,990,
4722,120,48,1032,
4723,120,60,1086,
4724,120,71,982,
4725,120,81,862,
4726,120,86,672,
4727,120,95,416,
4728,120,97,432,
4729,120,99,398,
4730,120,103,346,
4731,120,107,288,
4732,120,108,256,
4733,120,109,161,
4734,120,112,122,
4735,120,115,65,
4736,120,115,56,
4737,120,116,37,
4738,120,116,39,
4739,120,116,41,
4740,120,117,22,
4741,120,117,19,
4742,120,118,11,
4743,120,118,8,
4744,120,119,4,
4745,120,119,2,
4746,120,119,1,
4747,120,119,1,
4748,120,119,0,
4749,120,119,0,
4750,120,35,905,
4751,120,36,726,
4752,120,40,629,
4753,120,46,545,
4754,120,50,540,
4755,120,56,542,
4756,120,61,504,
4757,111,66,328,
4758,111,69,398,
4759,114,75,347,
4760,117,78,382,
4761,117,81,307,
4762,115,86,191,
4763,115,88,213,
4764,117,89,166,
4765,117,93,139,
4766,115,97,84,
4767,115,99,83,
4768,115,101,70,
4769,120,102,50,
4770,120,105,44,
4771,120,106,51,
4772,120,108,44,
4773,120,110,41,
4774,120,111,35,
4775,120,112,33,
4776,120,113,33,
4777,120,113,38,
4778,120,114,36,
4779,120,115,27,
4780,120,116,16,
4781,120,117,11,
4782,120,117,11,
4783,120,118,9,
4784,120,117,9,
4785,120,118,6,
4786,120,118,3,
4787,120,118,3,
4788,120,118,3,
4789,120,119,3,
4790,120,119,4,
4791,120,119,3,
4792,120,119,2,
4793,120,119,3,
4794,120,119,3,
4795,120,119,3,
4796,120,119,1,
4797,120,119,1,
4798,120,119,1,
4799,120,119,1,
4800,120,119,1,
4801,120,119,1,
4802,120,119,1,
4803,120,119,0,
4804,120,119,0,
4805,120,35,907,
4806,120,37,873,
4807,120,43,1021,
4808,120,51,982,
4809,120,63,926,
4810,120,71,849,
4811,120,79,779,
4812,120,85,559,
4813,120,91,437,
4814,120,94,412,
4815,120,98,302,
4816,120,102,235,
4817,120,105,198,
4818,120,107,151,
4819,120,110,116,
4820,120,112,88,
4821,120,114,65,
4822,120,115,58,
4823,120,116,39,
4824,120,116,46,
4825,120,116,33,
4826,120,118,19,
4827,120,118,22,
4828,120,118,18,
4829,120,118,13,
4830,120,119,5,
4831,120,119,1,
4832,120,119,1,
4833,120,119,2,
4834,120,119,0,
4835,120,119,0,
4836,120,35,908,
4837,120,35,490,
4838,120,38,464,
4839,120,45,481,
4840,120,51,506,
4841,113,56,359,
4842,92,59,319,
4843,94,62,266,
4844,97,66,193,
4845,97,70,163,
4846,97,72,164,
4847,98,75,150,
4848,98,77,125,
4849,100,79,100,
4850,105,81,104,
4851,105,82,111,
4852,105,85,89,
4853,105,85,117,
4854,106,88,84,
4855,107,89,90,
4856,108,92,82,
4857,109,94,71,
4858,111,94,75,
4859,111,95,62,
4860,111,96,71,
4861,111,97,67,
4862,111,99,59,
4863,113,101,44,
4864,115,103,25,
4865,113,103,28,
4866,117,104,22,
4867,115,105,22,
4868,115,106,19,
4869,118,107,22,
4870,118,108,23,
4871,118,109,20,
4872,118,109,22,
4873,118,110,17,
4874,120,111,17,
4875,120,112,17,
4876,120,113,19,
4877,120,114,15,
4878,120,115,15,
4879,120,116,12,
4880,120,116,11,
4881,120,116,11,
4882,120,116,10,
4883,120,117,7,
4884,120,117,8,
4885,120,118,6,
4886,120,118,7,
4887,120,118,4,
4888,120,118,4,
4889,120,118,5,
4890,120,118,7,
4891,120,118,6,
4892,120,119,3,
4893,120,119,4,
4894,120,119,4,
4895,120,119,4,
4896,120,119,4,
4897,120,119,5,
4898,120,119,3,
4899,120,119,2,
4900,120,119,1,
4901,120,119,0,
4902,120,119,0,
4903,120,34,920,
4904,120,38,915,
4905,120,46,799,
4906,120,52,710,
4907,120,55,678,
4908,120,63,544,
4909,109,69,361,
4910,106,74,312,
4911,107,77,244,
4912,103,79,178,
4913,108,82,150,
4914,110,83,127,
4915,112,86,125,
4916,108,89,71,
4917,109,90,75,
4918,109,91,70,
4919,109,93,71,
4920,113,94,75,
4921,112,96,63,
4922,112,99,40,
4923,114,100,39,
4924,114,101,46,
4925,115,102,37,
4926,117,103,41,
4927,116,104,47,
4928,116,106,35,
4929,118,107,36,
4930,118,109,27,
4931,118,110,24,
4932,118,111,13,
4933,118,112,18,
4934,118,113,14,
4935,118,114,11,
4936,118,114,12,
4937,118,115,11,
4938,118,115,10,
4939,118,115,8,
4940,118,115,8,
4941,118,116,7,
4942,118,117,3,
4943,118,117,3,
4944,118,117,2,
4945,118,117,1,
4946,118,117,1,
4947,118,117,0,
4948,118,117,0,
4949,118,34,878,
4950,118,41,1081,
4951,118,48,890,
4952,118,56,819,
4953,118,64,636,
4954,114,70,560,
4955,115,74,387,
4956,115,76,347,
4957,115,82,223,
4958,110,85,163,
4959,117,88,179,
4960,117,90,164,
4961,115,93,150,
4962,115,95,127,
4963,115,97,83,
4964,115,100,59,
4965,115,101,51,
4966,116,102,57,
4967,116,104,52,
4968,118,106,46,
4969,116,107,40,
4970,118,109,27,
4971,118,110,20,
4972,118,111,22,
4973,118,112,22,
4974,118,113,18,
4975,118,113,19,
4976,118,114,17,
4977,118,114,21,
4978,118,115,11,
4979,118,115,10,
4980,120,116,9,
4981,120,116,7,
4982,120,116,7,
4983,120,117,6,
4984,120,117,5,
4985,120,117,2,
4986,120,117,3,
4987,120,117,3,
4988,120,118,2,
4989,120,118,2,
4990,120,118,2,
4991,120,118,2,
4992,120,119,1,
4993,120,119,1,
4994,120,119,0,
4995,120,119,0,
4996,120,34,919,
4997,120,39,1021,
4998,120,47,1120,
4999,120,61,1151,
5000,120,76,1015,
5001,120,82,871,
5002,120,92,671,
5003,120,100,470,
5004,120,105,332,
5005,120,110,265,
5006,120,111,225,
5007,120,115,91,
5008,120,117,59,
5009,120,116,53,
5010,120,118,33,
5011,120,118,21,
5012,120,119,16,
5013,120,119,13,
5014,120,119,10,
5015,120,119,1,
5016,120,119,1,
5017,120,119,2,
5018,120,119,3,
5019,120,119,4,
5020,120,119,4,
5021,120,119,4,
5022,120,119,3,
5023,120,119,3,
5024,120,119,2,
5025,120,119,2,
5026,120,119,2,
5027,120,119,2,
5028,120,119,1,
5029,120,119,2,
5030,120,119,3,
5031,120,119,3,
5032,120,119,2,
5033,120,119,2,
5034,120,119,3,
5035,120,119,3,
5036,120,119,2,
5037,120,119,1,
5038,120,119,1,
5039,120,119,0,
5040,120,119,0,
5041,120,36,887,
5042,120,43,1224,
5043,120,52,1248,
5044,120,67,1231,
5045,120,77,1152,
5046,120,87,977,
5047,120,95,727,
5048,120,101,530,
5049,120,107,307,
5050,120,111,148,
5051,120,111,116,
5052,120,113,72,
5053,120,114,77,
5054,120,116,45,
5055,120,116,48,
5056,120,117,42,
5057,120,117,29,
5058,120,118,11,
5059,120,119,9,
5060,120,119,5,
5061,120,119,5,
5062,120,119,3,
5063,120,119,0,
5064,120,119,0,
5065,120,34,918,
5066,120,40,908,
5067,120,47,902,
5068,120,55,872,
5069,120,64,719,
5070,120,70,772,
5071,120,73,690,
5072,120,81,598,
5073,120,84,531,
5074,120,89,373,
5075,120,92,263,
5076,120,94,222,
5077,120,97,210,
5078,120,100,184,
5079,120,102,163,
5080,120,103,163,
5081,120,107,75,
5082,120,109,50,
5083,120,111,25,
5084,120,112,28,
5085,120,113,26,
5086,120,113,30,
5087,120,114,31,
5088,120,114,30,
5089,120,114,29,
5090,120,115,21,
5091,120,116,18,
5092,120,117,17,
5093,120,117,17,
5094,120,118,14,
5095,120,118,8,
5096,120,118,8,
5097,120,118,8,
5098,120,118,5,
5099,120,119,2,
5100,120,119,2,
5101,120,119,1,
5102,120,119,0,
5103,120,119,0,
5104,120,35,909,
5105,120,39,889,
5106,120,47,1021,
5107,120,59,1086,
5108,120,73,1115,
5109,120,81,1000,
5110,120,90,858,
5111,120,95,657,
5112,120,105,332,
5113,120,109,236,
5114,120,110,152,
5115,120,111,133,
5116,120,112,119,
5117,120,115,63,
5118,120,117,28,
5119,120,117,18,
5120,120,117,18,
5121,120,118,14,
5122,120,118,5,
5123,120,118,4,
5124,120,119,3,
5125,120,119,3,
5126,120,119,1,
5127,120,119,1,
5128,120,119,0,
5129,120,119,0,
5130,120,34,918,
5131,120,41,1098,
5132,120,50,1183,
5133,120,63,1214,
5134,120,75,1040,
5135,120,82,912,
5136,120,88,770,
5137,120,96,530,
5138,120,100,370,
5139,120,104,283,
5140,120,107,189,
5141,120,109,157,
5142,120,111,132,
5143,120,115,57,
5144,120,115,59,
5145,120,116,48,
5146,120,117,32,
5147,120,117,27,
5148,120,117,28,
5149,120,117,32,
5150,120,118,24,
5151,120,118,10,
5152,120,119,3,
5153,120,119,4,
5154,120,119,1,
5155,120,119,2,
5156,120,119,2,
5157,120,119,0,
5158,120,119,0,
5159,120,35,916,
5160,120,42,1169,
5161,120,54,1307,
5162,120,66,1455,
5163,120,79,1135,
5164,120,84,1005,
5165,120,95,625,
5166,120,99,411,
5167,120,104,274,
5168,120,107,231,
5169,120,110,173,
5170,120,113,79,
5171,120,115,50,
5172,120,116,48,
5173,120,116,36,
5174,120,117,30,
5175,120,117,20,
5176,120,117,19,
5177,120,118,14,
5178,120,118,13,
5179,120,118,10,
5180,120,118,17,
5181,120,118,7,
5182,120,119,7,
5183,120,119,5,
5184,120,119,5,
5185,120,119,0,
5186,120,119,0,
5187,120,34,913,
5188,120,42,1140,
5189,120,49,1086,
5190,120,59,911,
5191,120,67,742,
5192,120,74,755,
5193,120,84,579,
5194,120,91,429,
5195,120,98,279,
5196,120,102,186,
5197,120,104,154,
5198,120,106,150,
5199,120,108,120,
5200,120,109,104,
5201,120,109,93,
5202,120,110,70,
5203,120,112,52,
5204,120,113,48,
5205,120,115,27,
5206,120,116,25,
5207,120,116,28,
5208,120,117,25,
5209,120,117,23,
5210,120,118,19,
5211,120,118,16,
5212,120,118,9,
5213,120,119,7,
5214,120,119,5,
5215,120,119,3,
5216,120,119,3,
5217,120,119,3,
5218,120,119,3,
5219,120,119,0,
5220,120,119,0,
5221,120,34,936,
5222,120,42,1107,
5223,120,49,1020,
5224,120,56,961,
5225,120,69,786,
5226,120,77,620,
5227,120,85,430,
5228,120,94,351,
5229,120,96,346,
5230,120,100,288,
5231,120,106,177,
5232,120,109,135,
5233,120,111,87,
5234,120,112,78,
5235,120,113,66,
5236,120,115,41,
5237,120,116,31,
5238,120,117,19,
5239,120,117,15,
5240,120,118,9,
5241,120,119,6,
5242,120,118,7,
5243,120,118,7,
5244,120,118,7,
5245,120,119,6,
5246,120,119,2,
5247,120,119,1,
5248,120,119,1,
5249,120,119,0,
5250,120,119,0,
5251,120,36,888,
5252,120,44,1185,
5253,120,53,1302,
5254,120,62,1208,
5255,120,75,875,
5256,120,80,811,
5257,120,91,563,
5258,120,100,336,
5259,120,106,232,
5260,120,111,108,
5261,120,113,82,
5262,120,113,83,
5263,120,116,28,
5264,120,117,25,
5265,120,117,22,
5266,120,118,11,
5267,120,118,8,
5268,120,119,2,
5269,120,119,1,
5270,120,119,0,
5271,120,119,0,
5272,120,34,927,
5273,120,41,1012,
5274,120,51,1112,
5275,120,62,1156,
5276,120,72,1020,
5277,120,81,856,
5278,120,95,514,
5279,120,100,465,
5280,120,105,270,
5281,120,106,228,
5282,120,108,196,
5283,120,110,152,
5284,120,112,107,
5285,120,113,82,
5286,120,114,68,
5287,120,116,41,
5288,120,115,42,
5289,120,117,17,
5290,120,118,10,
5291,120,118,11,
5292,120,118,9,
5293,120,118,9,
5294,120,119,5,
5295,120,119,5,
5296,120,119,5,
5297,120,119,5,
5298,120,119,5,
5299,120,119,5,
5300,120,119,1,
5301,120,119,1,
5302,120,119,0,
5303,120,119,1,
5304,120,119,1,
5305,120,119,1,
5306,120,119,1,
5307,120,119,1,
5308,120,119,0,
5309,120,119,0,
5310,120,35,904,
5311,120,39,862,
5312,120,49,1094,
5313,120,60,1165,
5314,120,65,968,
5315,120,77,874,
5316,120,87,571,
5317,120,93,460,
5318,120,97,412,
5319,120,103,220,
5320,120,107,119,
5321,120,110,103,
5322,120,111,97,
5323,120,112,84,
5324,120,112,85,
5325,120,113,72,
5326,120,115,52,
5327,120,116,27,
5328,120,117,20,
5329,120,117,18,
5330,120,117,17,
5331,120,118,7,
5332,120,118,5,
5333,120,119,3,
5334,120,119,3,
5335,120,119,2,
5336,120,119,0,
5337,120,119,0,
5338,120,35,898,
5339,120,37,786,
5340,120,43,816,
5341,120,51,928,
5342,120,60,972,
5343,120,71,836,
5344,120,75,780,
5345,120,83,636,
5346,120,92,534,
5347,120,97,364,
5348,120,102,251,
5349,120,104,202,
5350,120,105,222,
5351,120,107,211,
5352,120,109,176,
5353,120,110,161,
5354,120,112,130,
5355,120,114,88,
5356,120,116,64,
5357,120,118,16,
5358,120,118,8,
5359,120,118,8,
5360,120,119,3,
5361,120,119,2,
5362,120,119,2,
5363,120,119,3,
5364,120,119,2,
5365,120,119,3,
5366,120,119,4,
5367,120,119,3,
5368,120,119,3,
5369,120,119,3,
5370,120,119,1,
5371,120,119,1,
5372,120,119,1,
5373,120,119,0,
5374,120,119,0,
5375,120,35,906,
5376,120,42,1011,
5377,120,51,1219,
5378,120,57,1168,
5379,120,69,1087,
5380,120,79,850,
5381,120,88,644,
5382,120,96,410,
5383,120,101,315,
5384,120,104,271,
5385,120,106,248,
5386,120,110,131,
5387,120,114,65,
5388,120,115,66,
5389,120,116,47,
5390,120,116,46,
5391,120,117,31,
5392,120,118,22,
5393,120,118,20,
5394,120,118,12,
5395,120,119,5,
5396,120,119,2,
5397,120,119,2,
5398,120,119,2,
5399,120,119,2,
5400,120,119,3,
5401,120,119,2,
5402,120,119,2,
5403,120,119,1,
5404,120,119,1,
5405,120,119,0,
5406,120,119,1,
5407,120,119,0,
5408,120,119,0,
5409,120,35,915,
5410,120,42,1063,
5411,120,48,892,
5412,120,58,1057,
5413,120,68,790,
5414,120,73,663,
5415,120,77,515,
5416,120,84,448,
5417,120,90,334,
5418,119,94,238,
5419,118,95,221,
5420,118,100,177,
5421,119,102,157,
5422,119,106,103,
5423,120,108,67,
5424,120,110,55,
5425,120,112,47,
5426,120,113,26,
5427,120,113,25,
5428,120,115,21,
5429,120,115,19,
5430,120,116,16,
5431,120,116,14,
5432,120,117,12,
5433,120,117,13,
5434,120,117,15,
5435,120,118,12,
5436,120,118,4,
5437,120,119,3,
5438,120,119,2,
5439,120,119,2,
5440,120,119,2,
5441,120,119,1,
5442,120,119,1,
5443,120,119,1,
5444,120,119,0,
5445,120,119,0,
5446,120,33,938,
5447,120,42,1248,
5448,120,54,1310,
5449,120,63,1074,
5450,120,72,1112,
5451,120,85,958,
5452,120,91,771,
5453,120,95,545,
5454,120,100,445,
5455,120,103,385,
5456,120,107,251,
5457,120,110,161,
5458,120,111,151,
5459,120,113,121,
5460,120,113,116,
5461,120,115,87,
5462,120,117,38,
5463,120,117,36,
5464,120,118,18,
5465,120,119,7,
5466,120,119,10,
5467,120,119,10,
5468,120,119,8,
5469,120,119,5,
5470,120,119,8,
5471,120,119,7,
5472,120,119,8,
5473,120,119,8,
5474,120,119,0,
5475,120,119,0,
5476,120,35,895,
5477,120,44,1154,
5478,120,56,1345,
5479,120,63,1239,
5480,120,79,1043,
5481,120,77,946,
5482,120,87,691,
5483,120,98,387,
5484,120,105,213,
5485,120,109,129,
5486,120,111,115,
5487,120,113,91,
5488,120,114,54,
5489,120,114,48,
5490,120,114,50,
5491,120,115,49,
5492,120,115,42,
5493,120,117,28,
5494,120,117,22,
5495,120,117,22,
5496,120,117,24,
5497,120,117,20,
5498,120,117,17,
5499,120,118,9,
5500,120,119,2,
5501,120,119,1,
5502,120,119,1,
5503,120,119,0,
5504,120,119,0,
5505,120,35,904,
5506,120,40,1029,
5507,120,50,1077,
5508,120,61,976,
5509,120,72,986,
5510,120,84,765,
5511,120,90,696,
5512,120,93,526,
5513,120,96,478,
5514,120,102,267,
5515,120,106,164,
5516,120,107,173,
5517,120,109,147,
5518,120,112,95,
5519,120,115,57,
5520,120,116,43,
5521,120,117,37,
5522,120,118,25,
5523,120,119,4,
5524,120,119,2,
5525,120,119,1,
5526,120,119,2,
5527,120,119,2,
5528,120,119,2,
5529,120,119,2,
5530,120,119,0,
5531,120,119,0,
5532,120,34,922,
5533,120,40,1133,
5534,120,52,1248,
5535,120,63,1156,
5536,120,71,945,
5537,120,82,594,
5538,120,91,429,
5539,120,94,296,
5540,120,97,258,
5541,120,101,218,
5542,120,105,197,
5543,120,109,148,
5544,120,112,76,
5545,120,113,66,
5546,120,114,53,
5547,120,114,50,
5548,120,115,53,
5549,120,115,48,
5550,120,116,28,
5551,120,117,16,
5552,120,117,18,
5553,120,118,8,
5554,120,118,2,
5555,120,119,1,
5556,120,119,1,
5557,120,119,1,
5558,120,119,0,
5559,120,119,0,
5560,120,35,911,
5561,120,37,590,
5562,120,40,494,
5563,117,43,388,
5564,117,47,378,
5565,91,47,304,
5566,86,51,281,
5567,86,55,209,
5568,96,58,145,
5569,96,60,150,
5570,97,63,151,
5571,97,65,150,
5572,92,68,124,
5573,91,69,95,
5574,91,70,105,
5575,96,73,60,
5576,91,74,55,
5577,97,75,64,
5578,97,76,84,
5579,99,77,97,
5580,99,79,94,
5581,105,80,113,
5582,104,83,77,
5583,98,85,56,
5584,101,86,60,
5585,101,88,45,
5586,101,87,58,
5587,103,89,47,
5588,104,90,45,
5589,103,92,36,
5590,104,92,35,
5591,102,93,30,
5592,104,95,28,
5593,107,95,28,
5594,107,96,29,
5595,105,95,17,
5596,105,96,18,
5597,105,96,19,
5598,107,97,22,
5599,108,97,22,
5600,106,97,28,
5601,110,98,32,
5602,110,99,32,
5603,110,100,31,
5604,110,101,27,
5605,112,102,24,
5606,112,102,28,
5607,112,103,20,
5608,113,104,17,
5609,112,105,15,
5610,112,105,12,
5611,113,106,12,
5612,112,106,12,
5613,111,107,9,
5614,112,107,10,
5615,113,107,11,
5616,113,108,9,
5617,113,108,11,
5618,113,108,8,
5619,113,109,7,
5620,113,109,7,
5621,114,109,9,
5622,113,109,9,
5623,113,110,9,
5624,114,110,7,
5625,114,111,7,
5626,114,111,7,
5627,114,111,6,
5628,114,111,6,
5629,114,111,4,
5630,114,111,3,
5631,115,111,4,
5632,114,111,4,
5633,115,112,4,
5634,115,112,3,
5635,115,112,3,
5636,115,112,4,
5637,115,113,2,
5638,115,113,2,
5639,115,113,1,
5640,115,113,2,
5641,115,113,1,
5642,115,114,1,
5643,115,114,1,
5644,115,114,0,
5645,115,114,1,
5646,115,114,1,
5647,115,114,0,
5648,115,114,0,
5649,115,34,813,
5650,115,40,887,
5651,115,52,1223,
5652,115,67,1235,
